id,name,age,policyNumber,months_as_customer,claimStatus,description,auto_make,autonomy_level,roadway_type,roadway_surface,posted_speed_limit,lighting,weather,mileage,usage_year,speed,acceleration,disengagement,collision_type,incident_severity,insurance_cost,cornering,distance_to_next_car
f46742a9-5b3e-43f0-82b1-8dd7c5f9460d,Jenna Lee DVM,57,871991,463,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Highway,Dry,60,Daylight,Clear,23149,1,58,normal,0,Rear,Minor,1307,Smooth,24
45a4693b-09a5-4e96-a916-8df6fdba7018,Yvonne Price,47,937864,486,Rejected,Claim for windshield replacement,Volkswagen,ADS,Urban,Wet,40,Daylight,Rain,12748,0,36,crash,0,Rear,Minor,3654,Sharp,4
e37bf831-9386-4de5-b94c-1b22038f8561,David Lee,43,603310,405,Rejected,Claim for vehicle damage due to accident,Toyota,ADS,Highway,Dry,65,Daylight,Clear,6457,1,65,risky,0,Rear,Minor,2211,Aggressive,19
92b92b21-d6ee-4df9-a88f-861abcc9df38,Katie Bowers,26,675388,405,Pending,Claim for total vehicle loss due to collision,Nissan,ADS,Highway,Wet,55,Daylight,Rain,15574,0,51,hard_braking,0,Side,Minor,3208,Smooth,16
c9c8b202-72ad-4dfa-9d52-729f412a0e3c,Michael Pittman,68,217421,208,Approved,Claim for total vehicle loss due to collision,Saab,ADS,Urban,Dry,45,Daylight,Clear,10879,1,1,normal,0,Front,Minor,2272,Aggressive,9
d48f9178-9c97-4ece-965d-dc8aa274a80f,Tina Watson,59,736195,208,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,55,Daylight,Windy,9764,0,51,crash,0,Front,Minor,2950,Smooth,38
ec55a62c-a805-4661-92dd-93b0fc1f0a9a,Hannah Patterson,75,886219,237,Rejected,Claim for vehicle damage due to accident,Saab,ADS,Highway,Wet,55,Daylight,Rain,7398,1,48,risky,0,Side,Minor,1292,Sharp,11
75d602d1-8d57-4c96-935f-b5f9e71f831f,Sydney Moses,30,488977,98,Rejected,Claim for windshield replacement,Honda,ADS,Urban,Dry,30,Dark - Not Lighted,Cloudy,32704,2,10,normal,0,Front,Minor,961,Smooth,0
6d0e84e1-cab8-45a0-bca2-b0795e5917ed,Angela Ford,55,408130,208,Rejected,Claim for vehicle damage due to accident,Saab,ADS,Rural,Dry,55,Dark - Not Lighted,Cloudy,8278,0,55,risky,0,Rear,Minor,1068,Aggressive,11
cd203674-361b-412f-8753-afd5edda0228,Craig Reed,76,254592,167,Rejected,Claim for total vehicle loss due to collision,Volkswagen,ADS,Highway,Dry,65,Dark - Lighted,Clear,13788,0,55,risky,0,Front,Major,14967,Sharp,13
4b5fb7de-66a1-4423-8038-1f158c081a7b,Kristy Pearson,55,237586,405,Pending,Claim for total vehicle loss due to collision,Mercedes,ADS,Urban,Dry,30,Daylight,Clear,37899,3,1,hard_braking,0,Side,Major,28569,Aggressive,12
cdfaad4c-4168-4ca5-9bef-c64cedc325ba,Sylvia Lopez,46,694484,486,Rejected,Claim for vehicle damage due to accident,Saab,ADS,Highway,Dry,65,Daylight,Fog/Smoke,11635,0,55,normal,0,Side,Minor,3357,Smooth,26
84e16ff4-36ea-43ee-b3c0-f691b2212fb2,Jessica Rhodes MD,46,742432,72,Rejected,Claim for windshield replacement,Mercedes,ADS,Highway,Dry,70,Dark - Lighted,Cloudy,6627,1,59,normal,0,Front,Major,22807,Aggressive,21
a73bb982-24c1-4919-bca0-ef52ea2e10bb,Phillip Gaines,66,256580,550,Pending,Claim for windshield replacement,Ford,ADS,Highway,Dry,55,Daylight,Clear,17722,0,55,normal,1,Rear,Minor,3270,Smooth,38
34ef096d-d0e2-47fa-8f0f-d9b2fef3dfbf,Taylor Arnold,47,705299,208,Rejected,Claim for windshield replacement,Saab,ADS,Urban,Dry,35,Daylight,Clear,8510,0,28,normal,0,Side,Minor,1319,Aggressive,17
2bf0ce7a-51ce-4fa3-8cd9-2eee944b2d0c,Scott Wilson,31,152779,73,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Urban,Dry,40,Dark - Lighted,Cloudy,9843,0,24,normal,0,Side,Major,39907,Smooth,20
9a7667ce-353a-4407-b308-c2663e1c82f3,Jennifer Johnston,23,703333,627,Pending,Claim for windshield replacement,Honda,ADS,Rural,Wet,60,Daylight,Snow,4583,1,56,normal,0,Front,Minor,1323,Sharp,30
4f9e424e-1237-4d68-a3ed-d445d87d3d8c,Guy Williams,55,714558,627,Pending,Claim for windshield replacement,Volkswagen,ADS,Rural,Dry,60,Daylight,Clear,21390,0,44,risky,0,Side,Minor,2322,Smooth,54
2b5cd17c-780a-44d4-a111-a745a9afa392,Glenn Willis,66,642941,237,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Wet,60,Daylight,Rain,11801,1,54,normal,0,Front,Major,21557,Smooth,24
1cb2069a-8b74-4503-8132-28322589a512,Michael Webb,23,458021,550,Rejected,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,35,Daylight,Clear,13471,1,32,normal,0,Rear,Minor,1476,Smooth,17
dd47e9ee-a9f9-4f64-bd22-6dbf4326eb86,Latoya Petersen,26,768936,463,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,45,Dawn / Dusk,Clear,5385,1,28,hard_braking,0,Rear,Minor,2708,Smooth,4
203b90f5-f56c-4897-b60c-1b2a720edec9,David Berg,43,859661,796,Rejected,Claim for windshield replacement,Volkswagen,ADS,Rural,Dry,45,Daylight,Clear,13800,1,45,hard_braking,0,Front,Minor,2042,Aggressive,9
109bb77b-7b6d-4573-a398-f7a89aba0a85,Eugene Richards,38,510285,73,Pending,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,25,Dawn / Dusk,Snow,6704,0,6,normal,0,Rear,Minor,1163,Smooth,10
7357e656-e5d9-40b4-8012-bd69400f4b34,William Schneider,38,253146,500,Approved,Claim for windshield replacement,Saab,ADS,Urban,Dry,30,Daylight,Clear,10323,0,1,normal,0,Rear,Minor,2998,Smooth,15
afcba9bf-b8a0-43a1-b537-3eef55aafdb6,Allison Brooks,62,413911,237,Rejected,Claim for vehicle damage due to accident,BMW,ADS,Highway,Dry,65,Dark - Lighted,Cloudy,14806,1,65,normal,0,Rear,Major,26149,Aggressive,26
e6d249b6-ec5c-48a4-ba83-f4b9b2b6952a,Sara Turner,76,876074,463,Pending,Claim for vehicle damage due to accident,Saab,ADS,Urban,Dry,30,Daylight,Windy,13155,1,18,normal,0,Side,Minor,1028,Smooth,15
52876a70-e8f8-49a5-b066-7948a5bc19cb,Kelly Smith,30,442770,167,Rejected,Claim for total vehicle loss due to collision,Volkswagen,ADS,Highway,Dry,65,Dark - Not Lighted,Clear,5635,0,58,normal,0,Side,Minor,3056,Smooth,32
29ecbcdd-b940-4299-8ddc-4b4882467aed,Mr. John Mack,43,661345,327,Pending,Claim for total vehicle loss due to collision,Toyota,ADS,Urban,Dry,45,Daylight,Cloudy,13093,1,37,normal,0,Side,Major,20332,Smooth,18
a129b80f-2c97-4bfd-993f-c105ad538c9f,Christopher James,76,788371,153,Rejected,Claim for windshield replacement,Saab,ADS,Highway,Dry,70,Dawn / Dusk,Cloudy,2995,1,67,normal,0,Side,Major,22056,Sharp,63
6d5798e7-2da1-4517-a09e-8ab1dbf5861e,Morgan Summers,62,940467,550,Pending,Claim for vehicle damage due to accident,Volkswagen,ADS,Highway,Dry,65,Daylight,Clear,19918,2,65,normal,0,Side,Major,31069,Aggressive,32
060e97c0-a9a8-4ea7-b1a5-a06c2281ff4c,Patrick Harris,30,841172,73,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Highway,Dry,60,Daylight,Clear,26026,2,58,normal,0,Side,Minor,1783,Smooth,24
18e308a8-28a0-4e9c-84c7-c933f9af8c56,Alexander Taylor,76,799922,405,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Rural,Dry,50,Daylight,Cloudy,9323,1,50,normal,0,Side,Major,14347,Smooth,25
9b5edb07-cfd0-44f2-9cd6-3d26c519f8a8,Andrew Roman,68,249602,463,Pending,Claim for vehicle damage due to accident,Saab,ADS,Rural,Dry,45,Daylight,Clear,1805,1,45,normal,0,Side,Minor,3499,Smooth,27
5b9c3fe2-0dd5-4619-9aea-c8822b6e07c4,Erica Campos,31,946540,208,Approved,Claim for total vehicle loss due to collision,Volkswagen,ADS,Urban,Dry,30,Daylight,Clear,14629,0,4,normal,0,Side,Minor,3904,Sharp,6
5cd7f11d-799c-4ff9-95ef-6470aa52b4e1,Steven Bridges,66,564026,445,Rejected,Claim for vehicle damage due to accident,BMW,ADS,Highway,Dry,60,Dark - Lighted,Clear,14049,0,58,normal,1,Side,Major,14896,Smooth,18
1515c74a-ee9d-49fa-b8cc-6c191bc86477,Adrian Craig,47,591650,486,Approved,Claim for windshield replacement,Saab,ADS,Urban,Wet,45,Daylight,Rain,42303,3,22,normal,0,Side,Minor,3337,Aggressive,0
c65f252b-2113-4a1e-ae6d-9c7d70739970,Ms. Andrea Martinez DDS,66,898585,405,Rejected,Claim for windshield replacement,Mercedes,ADS,Highway,Wet,65,Dark - Not Lighted,Snow,32884,2,65,normal,0,Side,Minor,2676,Smooth,32
94b63faf-61a5-4a7b-b29d-ffe6a2f5f15f,Jared Turner,66,797898,486,Pending,Claim for windshield replacement,Volkswagen,ADS,Highway,Dry,65,Dawn / Dusk,Windy,8877,0,65,normal,0,Side,Major,37363,Sharp,26
28b470fe-d124-4b96-ad77-94ab7d1d937f,Michael Moore,30,536118,208,Approved,Claim for windshield replacement,BMW,ADS,Rural,Dry,45,Daylight,Cloudy,12482,0,37,normal,0,Rear,Minor,2145,Smooth,13
8e9a6ace-0b67-4a65-a2b4-95d9ea872614,Traci Mack,77,489277,57,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,25,Dark - Not Lighted,Snow,13997,0,1,normal,0,Front,Major,19968,Smooth,0
32c2f513-1918-4eaa-b864-6ca74ab17914,Jill Knight,76,126416,167,Rejected,Claim for total vehicle loss due to collision,Saab,ADS,Rural,Wet,55,Dark - Lighted,Windy,8673,1,55,normal,0,Side,Minor,3878,Aggressive,11
7046a58a-e7e2-4808-a61f-0431384da890,Jeremy Koch,59,172264,167,Pending,Claim for windshield replacement,Honda,ADS,Highway,Dry,55,Dark - Not Lighted,Clear,17036,2,48,risky,0,Front,Major,13664,Smooth,5
9b0896f8-3d61-4f76-99fa-246679928048,Tiffany Mays,75,107387,208,Pending,Claim for total vehicle loss due to collision,Chevrolet,ADS,Urban,Wet,45,Dark - Not Lighted,Snow,19966,0,43,normal,0,Front,Minor,1832,Smooth,27
09b95341-d142-4905-a6e0-1ace2b17164f,Brenda Hunt,62,619646,237,Pending,Claim for windshield replacement,Ford,ADS,Highway,Dry,65,Daylight,Cloudy,12198,0,59,normal,0,Rear,Minor,842,Sharp,52
0850fb95-fd45-449c-9547-08366307a962,John Lynch,30,662885,72,Pending,Claim for vehicle damage due to accident,Volkswagen,ADS,Parking lot,Wet,10,Daylight,Rain,13583,0,3,normal,0,Rear,Minor,1838,Sharp,8
cfcdb902-0c1d-4857-b9d8-572bb843306c,Shawn Johnson,76,354260,167,Rejected,Claim for windshield replacement,Saab,ADS,Highway,Dry,70,Daylight,Clear,9794,1,69,normal,0,Side,Minor,1181,Smooth,42
91434b3b-75d3-4675-8d94-a6eb964e9e1b,Mary Thomas,23,563559,445,Pending,Claim for total vehicle loss due to collision,Saab,ADS,Parking lot,Dry,10,Dark - Lighted,Clear,11268,0,7,normal,0,Rear,Major,17194,Aggressive,6
1da27e19-10ea-4b09-b7e3-8a0452febf93,Nancy Montes,57,754134,57,Pending,Claim for vehicle damage due to accident,Nissan,ADS,Urban,Dry,40,Dark - Lighted,Clear,8162,0,10,crash,0,Rear,Minor,3734,Aggressive,16
d352f607-cb0f-477f-a437-55daaa213bf1,Kristin Rogers,55,743853,98,Rejected,Claim for vehicle damage due to accident,BMW,ADS,Urban,Wet,45,Daylight,Rain,14556,1,21,normal,0,Side,Major,18101,Aggressive,13
d2a003fb-1ad8-4588-8f46-07743f1268a9,Bruce Duran,57,269466,627,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Highway,Dry,55,Dawn / Dusk,Clear,14531,0,50,normal,0,Rear,Major,29206,Smooth,27
07715290-4d8b-4cbd-9581-f76c45c238c6,Jessica Beck,43,300001,346,Rejected,Claim for windshield replacement,Volkswagen,ADS,Urban,Dry,25,Dark - Lighted,Clear,7802,1,11,hard_braking,0,Side,Major,37404,Sharp,5
4d1f3511-9a89-4552-b3cf-53a327a450a1,Michael Miller,43,795084,463,Rejected,Claim for windshield replacement,Chevrolet,ADS,Urban,Dry,35,Dawn / Dusk,Cloudy,13672,1,18,crash,0,Side,Major,38620,Smooth,0
eb59c7e8-ef92-440e-a84f-05c90c707227,John West,30,595157,327,Pending,Claim for windshield replacement,Honda,ADS,Urban,Dry,25,Dark - Lighted,Clear,15798,2,22,normal,0,Rear,Major,36366,Smooth,10
7d8eeb51-af72-4823-b528-59ca58f79095,Benjamin Smith,46,445354,73,Rejected,Claim for vehicle damage due to accident,BMW,ADS,Highway,Dry,55,Daylight,Clear,13094,0,55,normal,0,Side,Minor,925,Aggressive,16
ffae5a4e-24ff-49cc-b677-75a111ffc9c0,Todd Arnold,66,997622,463,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Urban,Dry,35,Daylight,Clear,18729,0,4,crash,0,Front,Major,34751,Smooth,14
f059d647-5f4a-4825-a2c9-5c9ee3a2bf6d,Robert Coleman,59,769888,98,Pending,Claim for windshield replacement,Toyota,ADS,Highway,Dry,70,Dawn / Dusk,Cloudy,3714,0,64,crash,0,Side,Minor,3229,Aggressive,35
27b1854f-95b2-421e-b2f2-25b657e3d779,Christopher Young,75,910317,72,Rejected,Claim for vehicle damage due to accident,Chevrolet,ADS,Urban,Dry,35,Dawn / Dusk,Clear,10198,0,15,crash,0,Front,Minor,1216,Sharp,10
357670d0-5b13-49ec-a5d3-1c202efb879c,Lydia Carson,57,757407,57,Pending,Claim for total vehicle loss due to collision,BMW,ADS,Highway,Dry,55,Dawn / Dusk,Clear,17106,2,52,normal,0,Rear,Minor,1751,Smooth,22
1fc5909d-f955-4df3-98b2-1f9e42972a1d,Karen Tran,38,516741,627,Approved,Claim for vehicle damage due to accident,Mercedes,ADS,Parking lot,Dry,5,Daylight,Clear,22608,0,2,normal,0,Rear,Minor,3346,Smooth,1
0ee826a2-3195-48d6-a97c-1e3a5ac5da19,Melissa Porter,66,875832,463,Approved,Claim for windshield replacement,Nissan,ADS,Rural,Dry,55,Daylight,Cloudy,28707,3,53,normal,0,Front,Minor,3464,Sharp,27
c8f80a1c-93e1-437f-a544-b3e24dc29c41,Alexander Maxwell,59,925028,346,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,45,Daylight,Snow,8451,0,38,risky,0,Rear,Minor,3205,Smooth,18
5d6aa4db-3ed6-4045-aaee-6eae0434a803,Lisa Knight,68,502807,405,Pending,Claim for windshield replacement,Honda,ADS,Urban,Dry,30,Daylight,Clear,24586,2,24,normal,0,Side,Minor,1671,Smooth,12
9bee828f-64d0-4625-9916-3cbd789dcf5b,Robert Hall,62,787303,327,Pending,Claim for vehicle damage due to accident,Mercedes,ADS,Highway,Wet,55,Daylight,Snow,14301,1,46,risky,0,Rear,Major,24068,Smooth,22
ef4691c5-01db-4e13-be23-9605feaa6743,Rhonda Levy,31,859032,627,Rejected,Claim for windshield replacement,Ford,ADS,Highway,Dry,60,Daylight,Cloudy,26460,3,60,normal,0,Side,Minor,3676,Smooth,18
2e34da12-42fa-4551-a6b8-d3810f23a28e,Jason Hamilton,38,925476,15,Rejected,Claim for total vehicle loss due to collision,Honda,ADS,Highway,Dry,70,Daylight,Clear,8624,0,61,risky,0,Rear,Minor,789,Smooth,35
7d961a3b-2a31-49b9-9ee9-4105847ba672,Leslie Jones,76,518926,57,Pending,Claim for windshield replacement,Mercedes,ADS,Highway,Dry,70,Daylight,Clear,11438,1,70,risky,0,Side,Major,33508,Sharp,28
d8957659-4391-490e-be76-1fd594a758a4,Cheyenne Kelly,47,711465,15,Rejected,Claim for vehicle damage due to accident,Mercedes,ADS,Urban,Dry,45,Dark - Lighted,Clear,13247,1,0,normal,0,Rear,Minor,2571,Sharp,22
23c24570-8a9b-4886-b8d5-f6aa5174c891,Amber Wolf,43,955594,627,Rejected,Claim for total vehicle loss due to collision,Ford,ADS,Urban,Dry,25,Dawn / Dusk,Clear,14337,1,23,normal,0,Side,Minor,2329,Smooth,17
56f2a2c6-9977-4004-9659-e562fc02ac2a,Charles Soto,57,876659,346,Rejected,Claim for windshield replacement,Volkswagen,ADS,Highway,Dry,55,Dawn / Dusk,Clear,17961,0,53,normal,1,Rear,Minor,3495,Sharp,16
bbe91fae-ca95-4306-af19-ef6566f60027,Christopher Harper,47,802063,463,Rejected,Claim for windshield replacement,Volkswagen,ADS,Highway,Wet,65,Dawn / Dusk,Snow,13083,0,0,normal,0,Rear,Major,34310,Smooth,1
da01d9c4-5b3c-4acc-856f-4f4ffa2f3b56,Jerome Cooper,66,232587,73,Rejected,Claim for total vehicle loss due to collision,Saab,ADS,Urban,Wet,25,Dark - Lighted,Snow,36399,3,11,normal,0,Rear,Major,15582,Aggressive,17
4470cf22-2cf0-4166-acee-cb70bf6ebd06,Jerry Burgess,43,107314,237,Rejected,Claim for windshield replacement,Honda,ADS,Parking lot,Dry,10,Daylight,Clear,15440,1,2,normal,0,Side,Major,33188,Smooth,5
fc3305c2-435b-4685-8bf2-5103d1076f71,Nicholas Aguilar,30,769410,627,Pending,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,45,Dark - Lighted,Rain,15072,0,20,normal,0,Side,Major,22584,Smooth,31
2b2be8b5-a11a-4ad5-83d0-9e7c15c7ac56,Frank Gibson,66,713351,796,Rejected,Claim for total vehicle loss due to collision,Chevrolet,ADS,Urban,Dry,40,Dark - Lighted,Cloudy,17304,0,35,normal,0,Rear,Minor,3759,Smooth,4
bf36352f-f295-49f0-ab87-fe33dd6cef34,Thomas Anderson,30,698865,463,Rejected,Claim for vehicle damage due to accident,Saab,ADS,Parking lot,Dry,15,Dark - Lighted,Clear,10235,0,9,normal,0,Rear,Minor,2972,Sharp,6
737a6194-9817-4274-9fd3-10d0a2f31248,Crystal Kim,30,148122,73,Rejected,Claim for vehicle damage due to accident,Toyota,ADS,Highway,Wet,60,Daylight,Thunderstorm,25857,3,60,crash,0,Side,Major,35789,Sharp,6
1dab4ab7-7d82-4cac-8f7c-a0fa003321ba,Danielle Davis,68,437418,405,Rejected,Claim for total vehicle loss due to collision,Volkswagen,ADS,Highway,Dry,65,Daylight,Cloudy,12578,0,64,normal,0,Rear,Major,29782,Aggressive,13
e2d33aaa-9115-4030-a14e-17c087bf643e,Christine Castillo,66,944247,72,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Highway,Dry,70,Dark - Lighted,Cloudy,24046,2,61,normal,0,Side,Major,37450,Sharp,21
e4417876-2175-41e5-bc67-997603763bfb,Greg Werner,57,743223,627,Rejected,Claim for windshield replacement,Ford,ADS,Urban,Dry,40,Daylight,Clear,11771,1,25,normal,0,Side,Minor,2083,Smooth,28
d45ed9a4-2e10-4bd2-93d8-fcb8894a31b1,Melinda Cannon,46,323203,208,Rejected,Claim for vehicle damage due to accident,Volkswagen,ADS,Urban,Dry,25,Dawn / Dusk,Clear,14333,0,11,crash,0,Side,Major,30609,Smooth,15
58afaa33-f304-4c17-a2bd-708d2d4bf0ab,Joseph Stokes,23,887307,627,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Urban,Wet,30,Daylight,Rain,19026,2,8,normal,0,Front,Minor,3411,Smooth,21
76f44596-c277-444e-9c71-bfa3380a3e87,John Smith,75,625961,486,Pending,Claim for windshield replacement,BMW,ADS,Rural,Dry,50,Dark - Lighted,Cloudy,12531,1,47,normal,0,Rear,Major,33571,Aggressive,20
7b024240-2c43-4827-9441-fadc22cd57f5,Kevin Cox,30,982218,445,Rejected,Claim for windshield replacement,Ford,ADS,Highway,Wet,70,Daylight,Snow,11618,2,70,normal,1,Side,Major,20057,Sharp,28
cfb84e75-800b-42da-bcd3-88ad9cf0ca2b,Joshua Ward,43,112277,405,Rejected,Claim for total vehicle loss due to collision,Honda,ADS,Highway,Dry,65,Daylight,Clear,17713,0,65,risky,0,Side,Minor,1388,Aggressive,26
7cedf6ca-446c-4fdd-84d8-c798747573a9,Bryan Dillon,57,718628,57,Approved,Claim for total vehicle loss due to collision,Ford,ADS,Highway,Dry,55,Dawn / Dusk,Clear,6486,1,50,normal,0,Side,Major,18089,Smooth,22
58f174f5-da28-4057-acc5-18ec360bf418,Bobby Williams,57,407282,73,Rejected,Claim for windshield replacement,Volkswagen,ADS,Parking lot,Wet,15,Daylight,Thunderstorm,11454,0,4,normal,0,Rear,Minor,3634,Aggressive,7
1a309b16-273d-4c54-b48b-fbc6859ab45b,Jason Moore,30,495771,153,Rejected,Claim for windshield replacement,Chevrolet,ADS,Parking lot,Dry,10,Dawn / Dusk,Clear,10957,1,5,normal,0,Front,Major,18644,Smooth,0
7135656b-dd26-4573-a319-178059b3d2d6,Lauren Morales,75,899352,627,Pending,Claim for total vehicle loss due to collision,Volkswagen,ADS,Urban,Dry,30,Dawn / Dusk,Clear,23628,2,0,normal,0,Rear,Minor,1504,Smooth,1
aaa8122d-2b61-4ccd-b858-5926ca948d32,Brooke Holloway,26,827546,237,Pending,Claim for vehicle damage due to accident,Toyota,ADS,Highway,Dry,55,Dark - Lighted,Clear,20682,2,2,normal,0,Rear,Major,23401,Smooth,2
5bd35bcb-6a25-445b-babe-819823c17ceb,Jennifer Cooper,68,502571,57,Rejected,Claim for windshield replacement,Volkswagen,ADS,Urban,Dry,30,Dawn / Dusk,Clear,29626,2,23,normal,0,Front,Major,37901,Sharp,15
825d9f5f-8f9f-47a6-8e54-ee78469d95a0,Kathleen Snyder,30,252242,405,Pending,Claim for vehicle damage due to accident,Honda,ADS,Urban,Dry,35,Daylight,Clear,8516,1,11,normal,0,Side,Minor,3271,Smooth,10
b5803de6-d3b2-432e-8419-0c21f04d21f9,Brian Jacobson,59,658068,153,Rejected,Claim for windshield replacement,Mercedes,ADS,Urban,Wet,45,Daylight,Rain,13210,0,14,crash,0,Rear,Major,37998,Aggressive,22
d6adfdcf-a198-40e3-9f15-e711c11eedba,Megan Harrington,43,881371,15,Approved,Claim for windshield replacement,Volkswagen,ADS,Urban,Wet,30,Dark - Lighted,Rain,17626,0,14,normal,0,Side,Major,26025,Smooth,6
4fbaaf05-be40-41d9-b4f2-7f2d77fd84d3,Emily Farmer,68,650072,72,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADS,Urban,Dry,35,Dawn / Dusk,Clear,46728,3,1,normal,0,Side,Minor,3451,Smooth,1
a35470ae-1f7d-48f9-87f8-6dd612a38172,Michael Fisher,62,465152,167,Approved,Claim for windshield replacement,Mercedes,ADAS,Urban,Dry,25,Dark - Lighted,Clear,13146,1,7,risky,1,Rear,Minor,3220,Smooth,7
671d84b1-e71b-4e06-b271-118f5aad1d5b,Thomas Vazquez,38,742042,463,Pending,Claim for vehicle damage due to accident,Mercedes,ADAS,Highway,Dry,70,Daylight,Clear,16319,0,61,normal,0,Side,Minor,2284,Sharp,21
ebf456a5-b022-41ba-ab81-05ff1068b350,Whitney Burnett,75,519575,500,Rejected,Claim for windshield replacement,Nissan,ADAS,Parking lot,Dry,10,Daylight,Clear,19156,1,6,normal,0,Rear,Minor,2706,Smooth,1
8563bc92-1f6a-492a-ab41-17853d203953,Danielle Landry,30,457142,405,Pending,Claim for windshield replacement,Mercedes,ADAS,Urban,Dry,25,Dawn / Dusk,Clear,10128,0,18,normal,0,Rear,Major,12211,Smooth,7
a0c45a1b-fb9e-4454-90a7-b9b27a6e3417,Julia Fleming,23,393238,796,Rejected,Claim for vehicle damage due to accident,Mercedes,ADAS,Parking lot,Wet,5,Daylight,Snow,8733,1,1,risky,0,Rear,Major,36669,Smooth,3
12fdb960-d77b-4a3e-a641-b7c363834bc8,Deborah Phillips,38,907579,73,Rejected,Claim for vehicle damage due to accident,BMW,ADAS,Highway,Dry,60,Dawn / Dusk,Clear,13051,0,54,crash,0,Side,Major,14471,Smooth,0
cebed1e7-b861-45dc-9c23-ef7c61d625d5,Carrie Stone,43,750890,550,Rejected,Claim for windshield replacement,Honda,ADAS,Urban,Wet,35,Daylight,Rain,9335,0,34,hard_braking,1,Rear,Minor,2300,Sharp,7
a8a15777-a405-473e-ad8e-7dadb2a08579,Mrs. Samantha Arias,38,712697,463,Pending,Claim for vehicle damage due to accident,Honda,ADAS,Urban,Wet,45,Dawn / Dusk,Rain,8762,0,30,hard_braking,1,Side,Minor,2728,Aggressive,13
feef4548-c92d-41ea-b3ff-7c8bc022808c,Kimberly Kelley,62,733674,72,Rejected,Claim for windshield replacement,Honda,ADAS,Parking lot,Dry,15,Daylight,Cloudy,6084,1,7,normal,1,Side,Minor,2163,Aggressive,4
04f5fd94-9c9d-4d59-9d3b-8f78113be2e9,Timothy Gilbert,66,814212,167,Rejected,Claim for windshield replacement,BMW,ADAS,Parking lot,Dry,15,Dawn / Dusk,Cloudy,7631,0,8,normal,1,Side,Major,21007,Sharp,12
ea57e69a-3079-447a-80fb-206b53ecddd1,Patrick Wilson,30,403701,463,Rejected,Claim for total vehicle loss due to collision,Honda,ADAS,Highway,Dry,60,Dawn / Dusk,Cloudy,10134,0,60,normal,0,Front,Total,102119,Smooth,0
3930f093-3ddc-4396-aab6-814a6663d038,Sherry Smith,38,378178,627,Rejected,Claim for vehicle damage due to accident,Honda,ADAS,Urban,Wet,35,Daylight,Rain,3380,1,21,normal,0,Side,Major,17709,Smooth,7
b45a9587-8fcc-400a-8c95-9106c7ab52ce,Jennifer Johnson,75,235840,486,Pending,Claim for windshield replacement,Nissan,ADAS,Urban,Dry,25,Daylight,Cloudy,9087,1,13,hard_braking,1,Rear,Major,26288,Sharp,5
c5c44ab7-f544-402c-a7c0-9a7c61be7977,Patrick Roth,62,272937,153,Rejected,Claim for vehicle damage due to accident,Mercedes,ADAS,Urban,Dry,25,Dawn / Dusk,Clear,19015,1,17,crash,1,Side,Minor,2025,Aggressive,12
0aeba37c-432c-4d53-aa58-0091ffc9e69c,Maurice Martin,66,122792,15,Rejected,Claim for windshield replacement,Mercedes,ADAS,Rural,Dry,60,Dawn / Dusk,Clear,9174,0,60,normal,0,Rear,Minor,1709,Sharp,30
2369cb5e-3549-4f38-b9b7-295f4be61aeb,Jesse Sanchez,77,451283,15,Approved,Claim for vehicle damage due to accident,Volkswagen,ADAS,Rural,Dry,55,Dark - Lighted,Clear,12453,1,51,normal,1,Rear,Major,13887,Smooth,22
9b7f2d68-8d77-4493-a32e-b23c6eec2202,Crystal Lee,26,331793,627,Rejected,Claim for vehicle damage due to accident,Saab,ADAS,Urban,Wet,40,Dark - Lighted,Rain,23391,1,7,hard_braking,0,Front,Minor,873,Smooth,4
ac8208dc-bf99-408f-80db-1b4b9ea10a9e,Melissa Henderson,76,715744,500,Pending,Claim for windshield replacement,Volkswagen,ADAS,Highway,Wet,65,Dark - Lighted,Rain,4778,0,62,normal,0,Front,Total,103835,Smooth,32
922d4333-348d-41e7-97cc-f546295dde60,Kristina James,43,771811,208,Rejected,Claim for vehicle damage due to accident,Mercedes,ADAS,Highway,Wet,70,Dawn / Dusk,Rain,20701,0,70,normal,0,Front,Minor,2496,Aggressive,35
1817707a-9a46-449f-805e-5b4a0a15d223,Pamela Johnson,62,146557,796,Rejected,Claim for total vehicle loss due to collision,Mercedes,ADAS,Urban,Dry,35,Dawn / Dusk,Cloudy,12214,2,15,crash,0,Side,Minor,2988,Smooth,3
